Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,purchases_per_year,loyalty_factor,eltv,discount_premium,satisfaction_index,category_affinity,loyalty_tier,H_score,F_score,M_score,rfm_score,segment
2213,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,0,Next Day Air,0,0,22,Bank Transfer,Quarterly,4,0.3651399364659534,6.363233536712383,0.4712640708417055,0.48441260267780606,1.2827917593800353,Silver,3,1,4,8,Organic Loyalist
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,0,Express,0,0,18,Debit Card,Quarterly,4,0.34570313996383295,6.297158161740185,2.3996554557680767,0.43252524337738196,1.57088948787062,Silver,2,1,5,8,Organic Loyalist
2215,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,0,Standard,0,0,20,Debit Card,Weekly,52,0.9097311755011782,218.32298866901144,2.3996554557680767,0.8739462351002356,1.6711590296495957,Silver,2,3,5,10,Organic Loyalist
2216,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,0,Express,0,0,28,Credit Card,Fortnightly,26,0.6425681751459875,76.42865581720807,-2.7198160345219193,0.5525136350291976,1.5932175214030422,Gold,3,2,5,10,Organic Loyalist
2217,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,0,Store Pickup,0,0,15,Venmo,Bi-Weekly,26,0.5820662950222113,54.64663388709618,0.4712640708417055,0.6964132590044423,0.5997467965932632,Silver,2,2,2,6,Occasional Buyer
2218,35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,0,Store Pickup,0,0,42,Bank Transfer,Fortnightly,26,0.6826415987921073,59.142236772535064,2.3996554557680767,0.5485283197584215,0.45121293800539086,Platinum,5,2,1,8,Organic Loyalist
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,0,Store Pickup,0,0,20,Debit Card,Quarterly,4,0.3558850216550244,6.0066383641205645,2.3996554557680767,0.5065616197156202,1.1196765498652292,Silver,2,1,3,6,Occasional Buyer
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,0,Store Pickup,0,0,16,Bank Transfer,Fortnightly,26,0.5882338749181111,69.15659962218822,0.4712640708417055,0.5536467749836221,1.51602662472186,Silver,2,2,5,9,Organic Loyalist
2221,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,0,Store Pickup,0,0,47,Cash,Annually,1,0.40537088164256185,1.6795061768012498,2.3996554557680767,0.6249203301746662,1.0361185983827494,Platinum,5,1,3,9,Organic Loyalist
2222,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,0,Free Shipping,0,0,34,Credit Card,Annually,1,0.37323792571596587,1.6753293279320671,0.4712640708417055,0.438493738989347,1.4660477250057546,Gold,4,1,5,10,Organic Loyalist
2223,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,0,Store Pickup,0,0,30,Credit Card,Weekly,52,0.9493529495208839,207.57034168247023,0.4712640708417055,0.9178705899041768,1.099535793754316,Gold,3,3,3,9,Organic Loyalist
2224,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,0,Next Day Air,0,0,5,PayPal,Quarterly,4,0.2284365449912879,3.828281015899529,-2.7198160345219193,0.625071924382873,1.0787410301166431,Bronze,1,1,3,5,At-Risk / One-Timer
2225,18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,0,Standard,0,0,38,Cash,Quarterly,4,0.4188623015480085,5.458775258325106,2.3996554557680767,0.6151570756942171,0.41778975741239893,Gold,4,1,1,6,Occasional Buyer
2226,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,0,Free Shipping,0,0,18,Credit Card,Annually,1,0.31108775534844835,1.2986007657469711,2.3996554557680767,0.6420637049158434,1.0695417789757413,Silver,2,1,3,6,Occasional Buyer
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,0,Store Pickup,0,0,28,Cash,Annually,1,0.354106636684449,1.5192801625360974,0.4712640708417055,0.6506674811830436,1.1994935931865265,Gold,3,1,4,8,Organic Loyalist
2228,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,0,Next Day Air,0,0,42,Credit Card,Fortnightly,26,0.6826415987921073,76.629721703349,2.3996554557680767,0.7645283197584215,1.236657681940701,Platinum,5,2,4,11,Champion
2229,54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,0,Free Shipping,0,0,5,Credit Card,Weekly,52,0.7822826988374417,159.9415567009425,2.3996554557680767,0.8004565397674883,0.8355795148247979,Bronze,1,3,2,6,Occasional Buyer
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,0,Express,0,0,50,Venmo,Monthly,12,0.5384615384615385,29.625943708332933,0.4712640708417055,0.6218461538461539,1.6159844241540704,Platinum,5,2,5,12,Champion
2231,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,0,Express,0,0,33,Venmo,Fortnightly,26,0.658750448673664,61.84603867203198,-2.7198160345219193,0.6877500897347327,0.5974565705261408,Gold,4,2,2,8,Organic Loyalist
2232,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,0,Store Pickup,0,0,1,Credit Card,Weekly,52,0.6705165737555528,136.3999656267342,3.3361111111111157,0.8261033147511105,0.8570503131073202,Bronze,1,3,2,6,Occasional Buyer
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,0,Store Pickup,0,0,14,Cash,Fortnightly,26,0.5755005388401039,62.461415201957436,-2.7198160345219193,0.6951001077680208,1.0621450142686948,Silver,2,2,3,7,Occasional Buyer
2234,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,0,Express,0,0,48,Credit Card,Monthly,12,0.5343916393001171,22.224723485741006,0.4712640708417055,0.6930321740138696,0.5164486303997545,Platinum,5,2,1,8,Organic Loyalist
2235,35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,0,Express,0,0,26,Cash,Weekly,52,0.9352983752456666,204.49739311683845,-2.7198160345219193,0.8670596750491333,1.0953370459645915,Gold,3,3,3,9,Organic Loyalist
2236,40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,0,2-Day Shipping,0,0,44,Credit Card,Annually,1,0.3988051254604543,1.7622562829820727,0.4712640708417055,0.6236071789382447,1.3660899255735441,Platinum,5,1,4,10,Organic Loyalist
2237,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,0,Standard,0,0,18,Debit Card,Fortnightly,26,0.5995492938099868,69.9701279067109,0.4712640708417055,0.5439098587619974,1.4660477250057546,Silver,2,2,5,9,Organic Loyalist
2238,45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,0,Next Day Air,0,0,31,Venmo,Every 3 Months,4,0.3987367149316104,5.670591225907032,-2.7198160345219193,0.5511319583709374,0.5642645388302441,Gold,4,1,1,6,Occasional Buyer
2239,40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,0,Standard,0,0,18,Debit Card,Weekly,52,0.8995492938099867,207.81195762183555,-2.7198160345219193,0.8359098587619973,1.3940653312276619,Silver,2,3,4,9,Organic Loyalist
2240,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,0,2-Day Shipping,0,0,41,Credit Card,Every 3 Months,4,0.42640159541057726,7.802656239104502,2.3996554557680767,0.5566649344667308,1.604312668463612,Platinum,5,1,5,11,Champion
2241,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,0,Next Day Air,0,0,18,Debit Card,Every 3 Months,4,0.34570313996383295,5.913827623683159,-2.7198160345219193,0.6005252433773819,1.1783171252043332,Silver,2,1,4,7,Occasional Buyer
2242,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,0,Free Shipping,0,0,3,Bank Transfer,Bi-Weekly,26,0.44103314751110567,49.9577781722325,3.3361111111111157,0.6082066295022212,1.3467933491686461,Bronze,1,2,4,7,Occasional Buyer
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,0,Next Day Air,0,0,5,Credit Card,Bi-Weekly,26,0.48228269883744174,52.724113110805426,0.4712640708417055,0.6524565397674883,1.099535793754316,Bronze,1,2,3,6,Occasional Buyer
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,0,2-Day Shipping,0,0,13,Debit Card,Annually,1,0.2800200857133037,0.8655539727328563,0.4712640708417055,0.5038501709888146,0.34985229801273693,Bronze,2,1,1,4,At-Risk / One-Timer
2245,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,0,2-Day Shipping,0,0,22,PayPal,Annually,1,0.3305245518505688,1.2023115352613951,0.4712640708417055,0.6459510642162676,0.616406429831965,Silver,3,1,2,6,Occasional Buyer
2246,49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,0,Free Shipping,0,0,45,PayPal,Fortnightly,26,0.68950266406766,80.86649082143576,0.4712640708417055,0.825900532813532,1.4993669914831582,Platinum,5,2,5,12,Champion
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,0,Store Pickup,0,0,39,PayPal,Every 3 Months,4,0.42143798117871967,7.711827837026363,3.3361111111111157,0.6156722116203592,1.6791189807816886,Platinum,4,1,5,10,Organic Loyalist
2248,34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,0,Next Day Air,0,0,18,Venmo,Annually,1,0.31108775534844835,1.1316085133158635,2.3996554557680767,0.5940637049158435,0.6183288409703505,Silver,2,1,2,5,At-Risk / One-Timer
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,0,Free Shipping,0,0,19,PayPal,Fortnightly,26,0.6047675612693206,66.11440423422084,0.4712640708417055,0.6289535122538641,1.099535793754316,Silver,2,2,3,7,Occasional Buyer
2250,42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,0,Next Day Air,0,0,29,Debit Card,Weekly,52,0.9460171125956567,188.34193451168247,2.3996554557680767,0.9052034225191313,0.7520215633423181,Gold,3,3,2,8,Organic Loyalist
2251,41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,0,Store Pickup,0,0,19,Credit Card,Weekly,52,0.9047675612693207,211.70665472324262,-2.7198160345219193,0.9329535122538641,1.4770454104674036,Silver,2,3,5,10,Organic Loyalist
2252,26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,0,Free Shipping,0,0,22,Debit Card,Monthly,12,0.4574476287736457,24.99792222947721,-2.7198160345219193,0.5936433719085753,1.5600254897071453,Silver,3,2,5,10,Organic Loyalist
2253,48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,0,Express,0,0,21,Bank Transfer,Annually,1,0.32600230018194293,1.4913663016596896,-2.7198160345219193,0.5370466138825424,1.5932175214030422,Silver,3,1,5,9,Organic Loyalist
2254,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,0,Store Pickup,0,0,22,PayPal,Monthly,12,0.4574476287736457,19.0247120482971,0.4712640708417055,0.4496433719085753,0.5164486303997545,Silver,3,2,1,6,Occasional Buyer
2255,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,0,Store Pickup,0,0,44,PayPal,Every 3 Months,4,0.4334205100758389,7.597040876665062,2.3996554557680767,0.6060687173997832,1.3202156334231807,Platinum,5,1,4,10,Organic Loyalist
2256,48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,0,Store Pickup,0,0,42,Bank Transfer,Quarterly,4,0.4287954449459535,6.327098827515085,3.3361111111111157,0.6531437043738061,0.682142085942561,Platinum,5,1,2,8,Organic Loyalist
2257,31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,0,Standard,0,0,33,Credit Card,Quarterly,4,0.40490429482751017,5.078300297746117,0.4712640708417055,0.6963654743501174,0.36651193125143866,Gold,4,1,1,6,Occasional Buyer
2258,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,0,Standard,0,0,6,Bank Transfer,Annually,1,0.2095035119577509,0.7325306137140593,0.4712640708417055,0.549746856237704,0.5331082636384562,Bronze,1,1,1,3,At-Risk / One-Timer
2259,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,0,Store Pickup,0,0,44,Credit Card,Every 3 Months,4,0.4334205100758389,7.414379242911989,0.4712640708417055,0.6180687173997832,1.1828339599478248,Platinum,5,1,4,10,Organic Loyalist
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,0,Free Shipping,0,0,24,Cash,Annually,1,0.33900728905489147,1.5508603670320817,0.4712640708417055,0.4676476116571321,1.5993247909153687,Silver,3,1,5,9,Organic Loyalist
2261,38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,0,Express,0,0,16,PayPal,Quarterly,4,0.3343877210719573,5.910424162485309,2.3996554557680767,0.6702621595990068,1.3703504043126684,Silver,2,1,4,7,Occasional Buyer
2262,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,0,Standard,0,0,12,Bank Transfer,Fortnightly,26,0.5609423303122735,63.35223272970004,2.3996554557680767,0.7401884660624547,1.2700808625336928,Bronze,2,2,4,8,Organic Loyalist
2263,53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,0,2-Day Shipping,0,0,50,PayPal,Monthly,12,0.5384615384615385,20.260116472157584,2.3996554557680767,0.5258461538461539,0.36765498652291106,Platinum,5,2,1,8,Organic Loyalist
2264,44,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,0,Store Pickup,0,0,42,Cash,Quarterly,4,0.4287954449459535,6.369451146725352,2.3996554557680767,0.5211437043738061,0.6684636118598383,Platinum,5,1,2,8,Organic Loyalist
2265,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,0,2-Day Shipping,0,0,50,PayPal,Monthly,12,0.5384615384615385,29.287565955759508,2.3996554557680767,0.6218461538461539,1.537466307277628,Platinum,5,2,5,12,Champion
2266,36,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,0,Store Pickup,0,0,10,PayPal,Quarterly,4,0.2901011110417747,5.284338983203122,3.3361111111111157,0.5414048375929703,1.6441373353487367,Bronze,1,1,5,7,Occasional Buyer
2267,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,0,Store Pickup,0,0,32,Debit Card,Weekly,52,0.9557133899698174,189.18007225360554,0.4712640708417055,0.9071426779939634,0.7330238625028773,Gold,4,3,2,9,Organic Loyalist
2268,32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,0,Express,0,0,37,Venmo,Weekly,52,0.9700658675655396,197.3358395162442,2.3996554557680767,0.8500131735131078,0.8188679245283019,Gold,4,3,2,9,Organic Loyalist
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,0,2-Day Shipping,0,0,15,Bank Transfer,Monthly,12,0.42052783348374984,16.63189364132007,0.4712640708417055,0.4542594128505961,0.4331504642062457,Silver,2,2,1,5,At-Risk / One-Timer
2270,49,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,0,Store Pickup,0,0,27,Credit Card,Annually,1,0.3505366594688566,1.2842126611925115,0.4712640708417055,0.6019534857399251,0.6330660630706668,Gold,3,1,2,6,Occasional Buyer
2271,27,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,0,Express,0,0,7,Venmo,Weekly,52,0.8115497212666585,181.05990050563378,0.4712640708417055,0.7823099442533317,1.1994935931865265,Bronze,1,3,4,8,Organic Loyalist
2272,29,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,0,Free Shipping,0,0,49,PayPal,Quarterly,4,0.44413924742582894,8.181347282690464,0.4712640708417055,0.5122124648697811,1.649303690631474,Platinum,5,1,5,11,Champion
2273,29,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,0,Standard,0,0,44,PayPal,Monthly,12,0.5257282023835312,23.112452142491872,3.3361111111111157,0.6312994866305525,0.664651263226085,Platinum,5,2,2,9,Organic Loyalist
2274,55,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,0,Express,0,0,13,PayPal,Bi-Weekly,26,0.5684816241748422,67.6166173069422,3.3361111111111157,0.7896963248349684,1.6791189807816886,Bronze,2,2,5,9,Organic Loyalist
2275,57,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,0,Next Day Air,0,0,38,PayPal,Fortnightly,26,0.6727084553941624,58.28165587653299,0.4712640708417055,0.7745416910788325,0.44981009744494743,Gold,4,2,1,7,Occasional Buyer
2276,29,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,0,Standard,0,0,10,Debit Card,Weekly,52,0.8439472648879285,141.2611953173924,0.4712640708417055,0.8967894529775857,0.3998311977288422,Bronze,1,3,1,5,At-Risk / One-Timer
2277,31,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,0,2-Day Shipping,0,0,25,Debit Card,Weekly,52,0.9314589040678263,214.0303583490086,0.4712640708417055,0.8782917808135652,1.3660899255735441,Silver,3,3,4,10,Organic Loyalist
2278,25,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,0,Next Day Air,0,0,18,Credit Card,Quarterly,4,0.34570313996383295,5.590782073300639,2.3996554557680767,0.6365252433773819,0.9358490566037736,Silver,2,1,3,6,Occasional Buyer
2279,61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,0,Store Pickup,0,0,6,Cash,Every 3 Months,4,0.2441188965731355,3.1814517271622282,2.3996554557680767,0.5202083946992424,0.41778975741239893,Bronze,1,1,1,3,At-Risk / One-Timer
2280,53,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,0,Free Shipping,0,0,35,Bank Transfer,Quarterly,4,0.41071924382872965,6.932132055997716,-2.7198160345219193,0.4455284641503613,1.1119330618125398,Gold,4,1,3,8,Organic Loyalist
2281,22,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,0,Standard,0,0,31,Credit Card,Fortnightly,26,0.6525828687777642,52.44619514488713,-2.7198160345219193,0.5665165737555528,0.34851633280691546,Gold,4,2,1,7,Occasional Buyer
2282,28,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3.0,0,Store Pickup,0,0,41,Bank Transfer,Annually,1,0.39178621079519266,1.305511778636194,0.4712640708417055,0.4422033960051924,0.44981009744494743,Platinum,5,1,1,7,Occasional Buyer
2283,18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,0,2-Day Shipping,0,0,8,Credit Card,Annually,1,0.2350707117022393,1.077791568342713,-2.7198160345219193,0.5548602961866017,1.6098135372509905,Bronze,1,1,5,7,Occasional Buyer
2284,44,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,0,Free Shipping,0,0,34,Credit Card,Fortnightly,26,0.6616994641775042,65.86865897520079,2.3996554557680767,0.7243398928355008,0.7520215633423181,Gold,4,2,2,8,Organic Loyalist
2285,32,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,0,Express,0,0,20,Venmo,Annually,1,0.3212696370396398,1.3361228586812597,0.4712640708417055,0.5601000812540817,1.0495568940382107,Silver,2,1,3,6,Occasional Buyer
2286,34,Male,Belt,Accessories,100,Michigan,L,Pink,Summer,4.6,0,2-Day Shipping,0,0,38,PayPal,Every 3 Months,4,0.4188623015480085,7.732400006422258,2.3996554557680767,0.6511570756942171,1.6711590296495957,Gold,4,1,5,10,Organic Loyalist
2287,67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,0,Store Pickup,0,0,35,Venmo,Quarterly,4,0.41071924382872965,6.018781076073218,0.4712640708417055,0.3975284641503613,0.6330660630706668,Gold,4,1,2,7,Occasional Buyer
2288,66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3.0,0,Store Pickup,0,0,6,Debit Card,Annually,1,0.2095035119577509,0.8021138185912933,0.4712640708417055,0.405746856237704,0.7496834957415791,Bronze,1,1,2,4,At-Risk / One-Timer
2289,28,Male,Jewelry,Accessories,91,California,M,Orange,Fall,3.8,0,Next Day Air,0,0,50,PayPal,Weekly,52,1.0,235.1330060065501,2.3996554557680767,0.8559999999999999,1.5207547169811322,Platinum,5,3,5,13,Champion
2290,70,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,0,Free Shipping,0,0,47,Venmo,Weekly,52,0.9938324201041002,228.36252687563984,0.4712640708417055,0.89076648402082,1.3660899255735441,Platinum,5,3,4,12,Champion
2291,37,Male,Boots,Footwear,48,Kansas,L,Magenta,Winter,3.3,0,Standard,0,0,23,PayPal,Quarterly,4,0.3694696925023936,5.751638595270028,-2.7198160345219193,0.48527855388509405,0.7966087607015211,Silver,3,1,2,6,Occasional Buyer
2292,28,Male,Coat,Outerwear,30,Ohio,M,Indigo,Spring,5.0,0,2-Day Shipping,0,0,13,Credit Card,Quarterly,4,0.3146354703286883,4.321816716743527,3.3361111111111157,0.6783117094503531,0.5247246814942776,Bronze,2,1,1,4,At-Risk / One-Timer
2293,43,Male,T-shirt,Clothing,34,Vermont,S,Beige,Spring,3.8,0,Next Day Air,0,0,31,Debit Card,Monthly,12,0.4910444072393027,20.950005376601677,0.4712640708417055,0.6003627276017067,0.5664275301158598,Gold,4,2,1,7,Occasional Buyer
2294,37,Male,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,0,Express,0,0,16,Debit Card,Every 3 Months,4,0.3343877210719573,5.663332899392914,0.4712640708417055,0.4782621595990068,1.1328550602317196,Silver,2,1,3,6,Occasional Buyer
2295,54,Male,Sunglasses,Accessories,95,Maryland,M,Red,Winter,5.0,0,Express,0,0,40,Debit Card,Annually,1,0.38933467262132265,1.7770590088548561,2.3996554557680767,0.6817130883704183,1.587601078167116,Platinum,4,1,5,10,Organic Loyalist
2296,50,Male,Hat,Accessories,22,Connecticut,L,Beige,Spring,2.9,0,2-Day Shipping,0,0,45,PayPal,Quarterly,4,0.43565651022150625,5.463993871725646,2.3996554557680767,0.4505159174289166,0.36765498652291106,Platinum,5,1,1,7,Occasional Buyer
2297,46,Male,Gloves,Accessories,88,Washington,M,Green,Fall,2.5,0,Next Day Air,0,0,50,Venmo,Every 3 Months,4,0.4461538461538462,8.010489521368127,2.3996554557680767,0.4046153846153846,1.4706199460916443,Platinum,5,1,5,11,Champion
2298,60,Male,Socks,Clothing,83,California,M,Orange,Summer,4.7,0,Standard,0,0,1,Bank Transfer,Quarterly,4,0.116670419909399,2.0677810258506737,0.4712640708417055,0.6027186993664951,1.3827495588122458,Bronze,1,1,4,6,Occasional Buyer
2299,40,Male,Handbag,Accessories,87,Montana,L,Cyan,Spring,2.9,0,2-Day Shipping,0,0,10,Cash,Every 3 Months,4,0.2901011110417747,5.195521537553473,2.3996554557680767,0.4214048375929703,1.4539083557951482,Bronze,1,1,5,7,Occasional Buyer
2300,64,Male,Coat,Outerwear,57,Idaho,M,Violet,Summer,3.7,0,Store Pickup,0,0,48,Credit Card,Every 3 Months,4,0.44208394699242487,7.18022669056066,3.3361111111111157,0.5478014047831004,0.9969768948391275,Platinum,5,1,3,9,Organic Loyalist
2301,18,Male,Coat,Outerwear,88,Pennsylvania,XL,Lavender,Summer,4.4,0,2-Day Shipping,0,0,38,Credit Card,Monthly,12,0.5111699938557008,27.53347470643744,3.3361111111111157,0.6763878449249864,1.5391923990498813,Gold,4,2,5,11,Champion
2302,37,Male,Pants,Clothing,20,Maine,L,Turquoise,Winter,2.9,0,Next Day Air,0,0,21,Debit Card,Annually,1,0.32600230018194293,0.992521317653372,0.4712640708417055,0.4170466138825424,0.33319266477403514,Silver,3,1,1,5,At-Risk / One-Timer
2303,36,Male,Belt,Accessories,39,Montana,L,Pink,Summer,3.6,0,Store Pickup,0,0,38,Venmo,Monthly,12,0.5111699938557008,22.627733854726102,2.3996554557680767,0.5803878449249863,0.6517520215633423,Gold,4,2,2,8,Organic Loyalist
2304,51,Male,Sunglasses,Accessories,71,New Jersey,S,Beige,Spring,4.8,0,2-Day Shipping,0,0,31,Credit Card,Fortnightly,26,0.6525828687777642,72.56285516355626,2.3996554557680767,0.8065165737555527,1.186522911051213,Gold,4,2,4,10,Organic Loyalist
2305,26,Male,Hoodie,Clothing,73,Louisiana,L,Silver,Winter,4.7,0,Free Shipping,0,0,9,Debit Card,Fortnightly,26,0.5342509875137679,59.7857266855645,0.4712640708417055,0.7708501975027536,1.2161532264252284,Bronze,1,2,4,7,Occasional Buyer
2306,68,Male,Handbag,Accessories,63,Maine,M,Gold,Summer,2.6,0,Free Shipping,0,0,47,Cash,Weekly,52,0.9938324201041002,214.92810766259794,2.3996554557680767,0.7107664840208201,1.0528301886792453,Platinum,5,3,3,11,Champion
2307,27,Male,Gloves,Accessories,78,Florida,L,Silver,Winter,3.4,0,Standard,0,0,8,Cash,Bi-Weekly,26,0.5235322501637778,59.47621852055901,2.3996554557680767,0.6127064500327556,1.3035040431266847,Bronze,1,2,4,7,Occasional Buyer
2308,28,Male,Skirt,Clothing,96,Missouri,L,Green,Fall,3.5,0,Next Day Air,0,0,30,Debit Card,Annually,1,0.3608914110593454,1.6509739002207646,0.4712640708417055,0.49602443605802293,1.5993247909153687,Gold,3,1,5,9,Organic Loyalist
2309,49,Male,Sunglasses,Accessories,81,North Dakota,M,Teal,Winter,3.4,0,2-Day Shipping,0,0,22,Bank Transfer,Quarterly,4,0.3651399364659534,6.436276743877453,2.3996554557680767,0.49641260267780607,1.3536388140161726,Silver,3,1,4,8,Organic Loyalist
2310,70,Male,Dress,Clothing,95,Connecticut,S,Gold,Fall,5.0,0,2-Day Shipping,0,0,3,Bank Transfer,Quarterly,4,0.18718699366495184,3.417546464003697,0.4712640708417055,0.6528220141176058,1.582665157676667,Bronze,1,1,5,7,Occasional Buyer
2311,30,Male,Gloves,Accessories,68,Virginia,M,Cyan,Spring,4.6,0,Standard,0,0,15,PayPal,Monthly,12,0.42052783348374984,21.36671562141286,2.3996554557680767,0.682259412850596,1.136388140161725,Silver,2,2,3,7,Occasional Buyer
2312,27,Male,Sneakers,Footwear,28,Montana,L,Gold,Spring,4.8,0,2-Day Shipping,0,0,10,Bank Transfer,Every 3 Months,4,0.2901011110417747,3.907425045941644,-2.7198160345219193,0.6494048375929703,0.46468844374255397,Bronze,1,1,1,3,At-Risk / One-Timer
2313,19,Male,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,0,Free Shipping,0,0,19,Cash,Every 3 Months,4,0.3509214074231668,4.820238491484295,0.4712640708417055,0.5295688968692488,0.49978899716105274,Silver,2,1,1,4,At-Risk / One-Timer
2314,64,Male,Dress,Clothing,31,Georgia,M,Black,Summer,4.7,0,Next Day Air,0,0,36,Bank Transfer,Fortnightly,26,0.6673528024834868,60.13458275242691,0.4712640708417055,0.7974705604966974,0.5164486303997545,Gold,4,2,1,7,Occasional Buyer
2315,42,Male,Handbag,Accessories,95,Virginia,XL,Brown,Winter,4.4,0,Express,0,0,12,Bank Transfer,Every 3 Months,4,0.30709617646611964,5.606775510639283,2.3996554557680767,0.6048038506778393,1.587601078167116,Bronze,2,1,5,8,Organic Loyalist
2316,69,Male,Socks,Clothing,79,Vermont,M,Indigo,Winter,3.5,0,2-Day Shipping,0,0,49,Debit Card,Quarterly,4,0.44413924742582894,7.784920046895982,0.4712640708417055,0.5242124648697811,1.3161110258574389,Platinum,5,1,4,10,Organic Loyalist
